"","LAT","LON","SPEED","COURSE","HEADING","DESTINATION","FLAG","LENGTH","SHIPNAME","SHIPTYPE","SHIP_ID","WIDTH","DWT","DATETIME","PORT","date","week_nb","ship_type","port","is_parked"
"942831",57.69496,11.90905,86,225,224,"SEGOT<>DKFDH","SE",182,"STENA JUTLANDICA",6,320298,28,6559,"2016-12-18T15:17:05Z","gothenborg","2016-12-18",51,"Passenger","gothenborg",0
"1443323",57.68111,11.90568,0,190,511,"STATIC","SE",0,"RAMANTENN",0,326665,0,NA,"2016-12-15T10:29:08Z","gothenborg","2016-12-15",50,"Unspecified","gothenborg",1
"2736914",59.87758,30.23871,0,0,511,"SPB","RU",80,"ELAND",8,350965,11,NA,"2016-12-20T03:35:03Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"1831201",54.86201,19.9234,0,197,251,"BALTIYSK","RU",54,"ELENA",3,348785,13,953,"2016-12-17T19:35:02Z","kalingrad","2016-12-17",51,"Tug","Kalingrad",1
"13705",54.39215,18.71154,0,79,240,"NORFOLK","CY",289,"ARETHOUSA",7,123147,44,169770,"2016-12-20T05:35:01Z","gdansk","2016-12-20",51,"Cargo","Gdańsk",1
"659210",54.5355,18.52117,0,315,237,"PL GDY","MT",103,"TRANS HOLM",8,728871,16,6046,"2016-12-15T11:45:08Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"1230318",57.72107,11.98112,0,0,511,"CLASS B","SE",30,"EMM XXIII M23",9,323271,6,NA,"2016-12-18T04:13:05Z","gothenborg","2016-12-18",51,"Pleasure","gothenborg",1
"2255097",59.87147,30.20764,1,160,511,"SAINT-PETERSBURG","RU",25,"GRIFON 5",3,345825,9,112,"2016-12-14T17:25:03Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"2685496",59.91277,30.24019,0,0,511,"SANT PETERBURG","RU",74,"KARU",3,350675,18,733,"2016-12-19T18:23:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"2896017",59.86917,30.21983,0,253,307,"ST.PETERSBURG","LR",134,". PRINCE OF WAVES",7,757619,20,8039,"2016-12-15T20:59:04Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"393933",54.44424,18.65301,2,152,302,"GDANSK","MT",100,"KAROLI",7,2764,14,5727,"2016-12-19T19:25:06Z","gdynia","2016-12-19",51,"Cargo","Gdynia",1
"2248605",59.86553,30.22851,0,342,511,"SANKT-PETERBURG","RU",132,"TAYMEN",8,345788,17,NA,"2016-12-16T19:01:03Z","st_petersburg","2016-12-16",51,"Tanker","St. Petersburg",1
"1553756",57.68832,11.84987,1,0,270,"GOTHENBURG","LR",178,"JONNI RITSCHER",7,757658,27,22243,"2016-12-19T19:09:07Z","gothenborg","2016-12-19",51,"Cargo","gothenborg",1
"218687",54.40242,18.68171,0,124,140,"GDANSK","PL",61,"ZODIAK",3,316904,10,243,"2016-12-19T20:11:01Z","gdansk","2016-12-19",51,"Tug","Gdańsk",1
"821075",57.67096,11.84946,0,266,511,"CLASS B","GB",19,"CELESTE OF SOLENT",9,190564,5,NA,"2016-12-15T14:57:09Z","gothenborg","2016-12-15",50,"Pleasure","gothenborg",1
"100061",54.35755,18.70431,0,0,511,"GDANSK-HEL-GDANSK","PL",37,"RUBIN",6,315695,11,81,"2016-12-13T13:33:02Z","gdansk","2016-12-13",50,"Passenger","Gdańsk",1
"2330620",59.90895,30.22418,0,0,511,"CLASS B","RU",30,"TORNADO",3,346208,10,NA,"2016-12-17T03:19:04Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"201795",54.69602,18.67654,0,36,511,"CLASS B","PL",30,"KAPITAN BORCHARDT",9,316404,7,NA,"2016-12-19T18:51:02Z","gdansk","2016-12-19",51,"Pleasure","Gdańsk",1
"1232311",57.72106,11.98108,0,238,511,"CLASS B","SE",30,"EMM XXIII M23",9,323271,6,NA,"2016-12-19T13:55:05Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"2395505",59.88172,30.22527,0,0,72,"ST.PETERSBURG","RU",89,"SERDOLIK",7,347186,14,5026,"2016-12-14T00:27:04Z","st_petersburg","2016-12-14",50,"Cargo","St. Petersburg",1
"2341041",59.88272,30.18921,1,0,511,"SPB","RU",83,"ANGARA",8,346219,14,3150,"2016-12-18T00:59:05Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"1374583",57.64556,11.85814,0,335,110,"BURG","SE",32,"RON",2,325679,8,0,"2016-12-18T06:51:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"521307",54.54105,18.56006,0,28,511,NA,"PL",30,"K1",7,316201,6,NA,"2016-12-13T20:27:07Z","gdynia","2016-12-13",50,"Cargo","Gdynia",1
"761397",57.70707,11.65926,0,268,206,"FISKE PLATS","DK",47,"STELLA NOVA",2,156348,9,0,"2016-12-13T16:31:05Z","gothenborg","2016-12-13",50,"Fishing","gothenborg",1
"535344",54.69584,18.67621,0,0,511,"CLASS B","PL",30,"KAPITAN BORCHARDT",9,316404,7,NA,"2016-12-17T04:33:06Z","gdynia","2016-12-17",51,"Pleasure","Gdynia",1
"1608156",57.70675,11.66297,1,159,511,"MALARTRAFIK","SE",29,"HAVSORNEN",6,3351571,5,NA,"2016-12-15T18:53:05Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"1504023",57.70059,11.91895,1,197,511,"GOTEBORG","SE",40,"GOTHEBORG",3,327132,11,166,"2016-12-16T23:27:08Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"330710",54.53393,18.66386,0,0,511,NA,"PL",2,"BY GD",1,850644,2,NA,"2016-12-16T01:25:02Z","gdansk","2016-12-16",51,"Navigation","Gdańsk",1
"1029944",57.70983,11.96047,0,213,511,"CLASS B","SE",35,"NYA SKARGARDEN",6,321197,7,NA,"2016-12-15T17:19:06Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"179073",54.35764,18.67406,0,49,137,"GDANSK","PL",59,"SM-PRC-107",7,316156,10,1104,"2016-12-14T01:07:01Z","gdansk","2016-12-14",50,"Cargo","Gdańsk",1
"2699984",59.90924,30.22439,0,201,511,"SPB","RU",60,"SEVERYANKA",8,350723,11,1621,"2016-12-18T05:35:03Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"1570385",57.7056,11.68904,83,176,183,NA,"SE",19,"BURO",6,1088282,6,15,"2016-12-13T20:29:05Z","gothenborg","2016-12-13",50,"Passenger","gothenborg",0
"674972",54.41118,18.77667,0,0,511,NA,"PL",4,"P9 HYDRO METEO",1,850632,4,NA,"2016-12-20T03:35:06Z","gdynia","2016-12-20",51,"Navigation","Gdynia",1
"1034365",57.70985,11.96047,0,0,511,"CLASS B","SE",35,"NYA SKARGARDEN",6,321197,7,NA,"2016-12-19T07:53:05Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"1297036",57.68939,11.8664,20,2,511,"CLASS B","SE",10,"BOATMAN 9",3,324470,4,NA,"2016-12-14T22:25:06Z","gothenborg","2016-12-14",50,"Tug","gothenborg",0
"2966261",59.91144,30.04795,0,0,511,NA,"RU",0,"35",1,2288508,0,NA,"2016-12-18T22:25:03Z","st_petersburg","2016-12-18",51,"Navigation","St. Petersburg",1
"2472587",59.87695,30.22378,0,223,511,"SPB","RU",36,"LOYA",8,348075,8,NA,"2016-12-20T03:35:03Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"2216516",59.88936,30.20951,0,78,123,NA,"RU",129,"KAPITAN NIKOLAEV",3,345268,26,4836,"2016-12-20T05:27:04Z","st_petersburg","2016-12-20",51,"Tug","St. Petersburg",1
"422493",54.53367,18.54383,0,187,237,"GDYNIA","GB",99,"KAREN C",7,195991,15,6250,"2016-12-20T05:03:08Z","gdynia","2016-12-20",51,"Cargo","Gdynia",1
"261219",54.37706,18.66058,0,182,167,"GDANSK","LR",89,"ASKOE",7,362322,15,4518,"2016-12-15T10:19:02Z","gdansk","2016-12-15",50,"Cargo","Gdańsk",1
"2672619",59.91297,30.24433,0,357,86,"SANKT PETERBURG","RU",35,"URAN",3,350631,9,89,"2016-12-17T04:03:04Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"1280095",57.67995,11.86124,0,215,511,NA,"SE",9,"DIRTY",3,323975,3,NA,"2016-12-16T05:47:05Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"165954",54.5945,18.79944,77,11,15,"SEA TRIALS","PL",25,"HEL-102",2,316061,7,68,"2016-12-19T06:19:02Z","gdansk","2016-12-19",51,"Fishing","Gdańsk",0
"8225",54.60001,18.81288,0,0,511,"NaN","PL",NA,"VTS HEL",0,23788,NA,NA,"2016-12-17T20:57:02Z","gdansk","2016-12-17",51,"Unspecified","Gdańsk",1
"2096191",59.88141,30.22913,0,0,511,"ST.PETERSPURG","RU",99,"TEKOS",8,148345,12,4237,"2016-12-14T10:43:05Z","st_petersburg","2016-12-14",50,"Tanker","St. Petersburg",1
"2722787",59.91179,30.24541,0,137,511,"CLASS B","RU",20,"BGK-326 RIF",3,350957,4,NA,"2016-12-16T16:11:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"2472627",59.87694,30.22381,0,208,511,"SPB","RU",36,"LOYA",8,348075,8,NA,"2016-12-20T04:15:03Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"2216183",59.88937,30.20943,0,78,123,NA,"RU",129,"KAPITAN NIKOLAEV",3,345268,26,4836,"2016-12-19T23:49:03Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"1588491",57.70427,11.94074,81,160,155,NA,"SE",33,"ALVELI",6,1964978,8,NA,"2016-12-15T08:45:06Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",0
"482971",54.68294,18.67415,40,355,511,"OA8","PL",18,"JAS 102",2,315927,5,NA,"2016-12-16T22:15:07Z","gdynia","2016-12-16",51,"Fishing","Gdynia",0
"2347488",59.90628,30.22097,0,0,511,"CLASS B","RU",25,"AKMAL",3,346266,9,124,"2016-12-16T02:01:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"1559193",57.77849,11.88154,0,0,14,"NaN","SE",0,"SAR 111265582",3,1072314,0,NA,"2016-12-17T03:11:09Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"216280",54.40243,18.68169,0,91,140,"GDANSK","PL",61,"ZODIAK",3,316904,10,243,"2016-12-16T11:45:02Z","gdansk","2016-12-16",51,"Tug","Gdańsk",1
"959592",57.6935,11.91337,0,322,134,NA,"SE",21,"HAMNEN",6,320546,6,NA,"2016-12-14T12:37:08Z","gothenborg","2016-12-14",50,"Passenger","gothenborg",1
"496005",54.52192,18.55114,0,266,266,"GDANSK","PL",29,"WLA-184 HELOT",2,315983,8,89,"2016-12-15T15:15:07Z","gdynia","2016-12-15",50,"Fishing","Gdynia",1
"1213084",57.6569,11.84632,0,17,511,"CLASS B","SE",16,"TOOTIKI",9,323198,4,NA,"2016-12-13T16:23:08Z","gothenborg","2016-12-13",50,"Pleasure","gothenborg",1
"802763",57.68534,11.88718,0,238,274,"GOTHENBURG","FO",32,"SVITZER TYR",3,182387,13,325,"2016-12-18T06:47:08Z","gothenborg","2016-12-18",51,"Tug","gothenborg",1
"255385",54.40068,18.67942,0,341,348,"GDANSK","PL",19,"VEGA",3,352928,9,52,"2016-12-15T19:27:02Z","gdansk","2016-12-15",50,"Tug","Gdańsk",1
"1409820",57.70674,11.6616,0,290,265,"PHONE +4791679643","SE",32,"VALOSKAR",2,326471,6,0,"2016-12-16T00:55:06Z","gothenborg","2016-12-16",51,"Fishing","gothenborg",1
"1637942",57.70084,11.78708,2,0,511,"CLASS B","SE",9,"BEDA",9,3534813,3,NA,"2016-12-14T20:05:05Z","gothenborg","2016-12-14",50,"Pleasure","gothenborg",1
"2533257",59.9105,30.23085,0,202,511,"ST.PETERSBURG","RU",130,"VIKING HELGI",6,349350,16,NA,"2016-12-16T11:13:04Z","st_petersburg","2016-12-16",51,"Passenger","St. Petersburg",1
"2325899",59.88621,30.21915,0,331,330,"S-PETESBURG","RU",63,"ABIGAIL",8,346191,9,1360,"2016-12-19T10:53:04Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"2314854",59.8782,30.23802,0,342,511,"MURSULA SPB","RU",29,"GRIFON 3",3,346161,8,57,"2016-12-13T11:59:04Z","st_petersburg","2016-12-13",50,"Tug","St. Petersburg",1
"1619340",57.75715,11.61598,0,162,511,"CLASS B","SE",15,"SONGVAR",2,3351708,4,NA,"2016-12-18T10:03:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"592113",54.43744,18.64422,3,315,352,"GDANSK","LV",64,"LIVA GRETA",7,352321,10,1280,"2016-12-14T20:59:07Z","gdynia","2016-12-14",50,"Cargo","Gdynia",1
"1952555",55.73116,21.05758,63,102,511,"KLAIPEDA","LT",25,"652",2,353310,7,30,"2016-12-18T09:01:07Z","klaipeda","2016-12-18",51,"Fishing","Klaipeda",0
"1940416",55.70872,21.12072,0,206,511,"KLAIPEDA","RU",54,"NIKOLAY SOLODCHUK",2,351515,9,388,"2016-12-15T05:33:06Z","klaipeda","2016-12-15",50,"Fishing","Klaipeda",1
"1791346",54.70459,20.48368,0,0,511,"KALININGRAD","RU",104,"NIVENSKOYE",2,345587,16,1810,"2016-12-15T11:51:02Z","kalingrad","2016-12-15",50,"Fishing","Kalingrad",1
"532799",54.7965,18.41905,44,243,511,"CLASS B","PL",14,"KOL-143",2,316331,5,NA,"2016-12-14T00:05:08Z","gdynia","2016-12-14",50,"Fishing","Gdynia",0
"899550",57.66347,11.94333,0,340,511,"CLASS B","SE",6,"FURUNO SVERIGE AB",9,319865,2,NA,"2016-12-15T09:13:08Z","gothenborg","2016-12-15",50,"Pleasure","gothenborg",1
"777146",57.69033,11.8322,0,95,95,"GOTEBORG","DK",229,"FICARIA SEAWAYS",7,159287,26,14300,"2016-12-15T15:03:05Z","gothenborg","2016-12-15",50,"Cargo","gothenborg",1
"733218",57.69403,12.05871,0,0,511,"NaN","SE",NA,"VTS GAOTEBORG",0,24030,NA,NA,"2016-12-18T10:17:05Z","gothenborg","2016-12-18",51,"Unspecified","gothenborg",1
"276308",54.35615,18.67455,0,246,511,"GDANSK-PLATFORMY","VC",64,"GRANIT",3,466414,13,999,"2016-12-13T22:27:02Z","gdansk","2016-12-13",50,"Tug","Gdańsk",1
"1875217",54.6577,20.12033,68,229,231,"SANKT-PETERBURG","RU",53,"SPK-49150",3,3975455,23,NA,"2016-12-16T19:13:02Z","kalingrad","2016-12-16",51,"Tug","Kalingrad",0
"2678511",59.91273,30.24017,0,0,511,"SANT PETERBURG","RU",74,"KARU",3,350675,18,733,"2016-12-14T21:19:05Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"779686",57.69033,11.83218,0,95,95,"GOTEBORG","DK",229,"FICARIA SEAWAYS",7,159287,26,14300,"2016-12-20T07:05:07Z","gothenborg","2016-12-20",51,"Cargo","gothenborg",1
"2915746",59.89339,30.21942,1,321,213,"ST PETERSBURG","PT",166,"PACIFIC WINTER",7,758559,23,19359,"2016-12-17T00:23:05Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"2655727",59.91172,30.23882,0,106,259,"SPB","RU",33,"MERKURIY",3,350530,10,89,"2016-12-19T19:43:11Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"246221",54.37167,18.66283,0,0,511,"GDANSK","RU",120,"KURSHSKAYA KOSA",2,351087,19,3372,"2016-12-19T22:39:02Z","gdansk","2016-12-19",51,"Fishing","Gdańsk",1
"2097472",59.88137,30.22918,0,0,511,"ST.PETERSPURG","RU",99,"TEKOS",8,148345,12,4237,"2016-12-15T08:05:03Z","st_petersburg","2016-12-15",50,"Tanker","St. Petersburg",1
"2644208",59.90919,30.22433,0,0,511,"VYBORG","RU",30,"MOSCHNIY",3,350500,8,67,"2016-12-17T11:41:04Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"2978378",59.88385,30.22882,0,0,60,"KR#-PETESBURG","RU",60,"KEILA",8,2420192,10,1621,"2016-12-13T20:23:05Z","st_petersburg","2016-12-13",50,"Tanker","St. Petersburg",1
"901079",57.66347,11.94329,0,260,511,"CLASS B","SE",6,"FURUNO SVERIGE AB",9,319865,2,NA,"2016-12-16T10:47:05Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"69852",54.5189,18.69858,0,139,275,"GDYNIA","PT",84,"LUKE",8,299816,15,3811,"2016-12-13T23:09:02Z","gdansk","2016-12-13",50,"Tanker","Gdańsk",1
"455347",54.52381,18.54964,0,332,511,"CLASS B","PL",16,"PILOT-3",3,315703,5,NA,"2016-12-15T08:39:10Z","gdynia","2016-12-15",50,"Tug","Gdynia",1
"2226170",59.87453,30.20876,0,0,511,"ST.PETERBURG","RU",109,"MIR",9,345293,14,761,"2016-12-20T08:23:03Z","st_petersburg","2016-12-20",51,"Pleasure","St. Petersburg",1
"2494127",59.85643,30.49589,0,0,511,"CLASS B","RU",67,"DUNAEVSKIY",6,348318,10,NA,"2016-12-20T04:23:04Z","st_petersburg","2016-12-20",51,"Passenger","St. Petersburg",1
"848864",57.66691,11.797,0,308,290,"GOTENBURG","NL",103,"THUN GLORY",8,263501,15,6535,"2016-12-17T22:21:05Z","gothenborg","2016-12-17",51,"Tanker","gothenborg",1
"600776",54.54327,18.50731,0,269,118,"PLGDY","AG",140,"JSP ROVER",7,362817,14,9342,"2016-12-17T16:33:07Z","gdynia","2016-12-17",51,"Cargo","Gdynia",1
"3032164",59.8742,30.20613,0,0,136,"SAINT-PETERSBURG","RU",119,"MURMANSK",3,3611326,28,5048,"2016-12-16T16:01:05Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"3077044",59.87425,30.19682,0,1,136,"ST.PETERSBURG","HK",177,"DELPHIS BOTHNIA",7,4133526,30,24700,"2016-12-15T19:13:03Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"347712",54.6135,18.78918,1,347,112,"SAR ON DUTY","PL",36,"SZTORM",3,3434504,8,70,"2016-12-20T00:45:02Z","gdansk","2016-12-20",51,"Tug","Gdańsk",1
"1985210",55.70358,21.12751,0,249,63,"LIEPAJA","AG",81,"BOMAR MOON",7,364937,13,2803,"2016-12-20T10:45:06Z","klaipeda","2016-12-20",51,"Cargo","Klaipeda",1
"1576849",57.71096,11.6586,0,0,511,"CLASS B","SE",30,"POLSTJERNAN",6,1104090,7,0,"2016-12-19T04:47:05Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"237832",54.38206,18.65624,0,71,71,"AVILES / SPAIN","TR",143,"NURI SONAY",7,335231,21,12996,"2016-12-20T09:55:02Z","gdansk","2016-12-20",51,"Cargo","Gdańsk",1
"1769220",55.1754,19.84796,121,20,16,"LIEPAJA","PT",99,"MERITA",7,125721,16,4496,"2016-12-20T01:17:03Z","kalingrad","2016-12-20",51,"Cargo","Kalingrad",0
"3084326",59.90977,30.26354,1,219,511,"ST PETERSBURG","RU",140,"FITTER",7,4331405,20,NA,"2016-12-16T11:33:03Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"1689548",57.68697,11.89577,0,0,511,"GBG","SE",15,"SNOKEN",3,4109127,4,NA,"2016-12-16T17:29:08Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"2383844",59.86669,30.22565,0,259,127,"S PETERBURG","RU",48,"SULA",8,347062,7,589,"2016-12-17T02:29:04Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"1383585",57.67326,11.66443,0,0,511,"BURG","SE",30,"SVANVIK",2,325888,6,0,"2016-12-20T01:05:05Z","gothenborg","2016-12-20",51,"Fishing","gothenborg",1
"2031115",55.72216,21.10383,0,51,128,"LT KLJ VIA NOK","IT",136,"ACQUAMARINA",8,1247749,20,12004,"2016-12-15T04:39:06Z","klaipeda","2016-12-15",50,"Tanker","Klaipeda",1
"854736",57.69153,11.87105,0,0,198,"SE GOT","MT",144,"PATRICIA",8,288123,23,16642,"2016-12-15T09:49:06Z","gothenborg","2016-12-15",50,"Tanker","gothenborg",1
"76358",54.42628,18.64865,75,3,8,"LEIPAJA","IT",113,"MARY A",8,301374,18,8084,"2016-12-17T16:35:01Z","gdansk","2016-12-17",51,"Tanker","Gdańsk",0
"324366",54.59051,18.88842,0,0,0,NA,"PL",0,"BY HEL",1,850641,0,NA,"2016-12-13T13:45:02Z","gdansk","2016-12-13",50,"Navigation","Gdańsk",1
"956819",57.71504,11.95752,0,93,19,"GOTHENBURG","SE",49,"GINNETON",2,320479,11,0,"2016-12-18T07:13:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"2378709",59.87827,30.23763,0,277,511,"SPB","RU",25,"GRIFON7",3,347042,9,120,"2016-12-19T06:27:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"301639",54.37804,18.66033,0,277,345,"GDANSK","LR",101,"SEVEN OSPREY",3,752901,21,3104,"2016-12-17T00:29:02Z","gdansk","2016-12-17",51,"Tug","Gdańsk",1
"2370385",59.91463,30.25965,0,202,511,"CLASS B","RU",16,"KONSTANTIN",3,347019,4,NA,"2016-12-18T18:31:05Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",1
"416431",54.79473,18.4179,0,234,116,"AALBORG NJV","DK",20,"R 355 TRINE LOUISE",2,158315,6,NA,"2016-12-18T17:07:07Z","gdynia","2016-12-18",51,"Fishing","Gdynia",1
"431551",54.40489,18.71781,0,58,120,"GDANSK","GR",274,"MINERVA GEORGIA",8,213558,50,163417,"2016-12-15T05:41:07Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"2167704",59.91467,30.2498,0,282,265,"SAINT PETERSBURG","MT",173,"ATLANTIC RUNNER",7,284882,23,18731,"2016-12-15T23:19:04Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"693738",54.52188,18.55029,0,0,511,"HEL","PL",26,"HEL-125",2,1198107,7,NA,"2016-12-18T06:09:07Z","gdynia","2016-12-18",51,"Fishing","Gdynia",1
"642456",54.51817,18.70855,0,166,39,"GDYNIA POLAND","HK",97,"JOAN",8,687940,16,4000,"2016-12-15T12:55:07Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"2483068",59.91033,30.22617,0,213,210,"SPB","RU",80,"FLANDRIYA",8,348139,14,2800,"2016-12-20T03:27:13Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"990272",57.72117,11.9815,0,0,238,NA,"SE",17,"SOUND CASTOR",0,320779,6,NA,"2016-12-17T12:07:06Z","gothenborg","2016-12-17",51,"Unspecified","gothenborg",1
"674141",54.41118,18.77667,0,0,511,NA,"PL",4,"P9 HYDRO METEO",1,850632,4,NA,"2016-12-18T23:17:06Z","gdynia","2016-12-18",51,"Navigation","Gdynia",1
"1019993",57.69936,11.66716,0,242,242,"HONO-VARHOLMEN-HONO","SE",90,"GOTA",6,321092,15,820,"2016-12-14T13:57:06Z","gothenborg","2016-12-14",50,"Passenger","gothenborg",1
"1698844",57.6474,11.85723,0,293,511,"CLASS B","SE",12,"SEA BIRD",9,4194704,4,NA,"2016-12-16T07:05:09Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"2336550",59.91447,30.24107,0,0,511,"SPB","RU",83,"ANGARA",8,346219,14,3150,"2016-12-14T21:57:04Z","st_petersburg","2016-12-14",50,"Tanker","St. Petersburg",1
"2433214",59.85708,30.49601,0,229,176,"NEVA","RU",41,"NEVSKAYA ZASTAVA",3,347678,12,272,"2016-12-13T22:01:03Z","st_petersburg","2016-12-13",50,"Tug","St. Petersburg",1
"920214",57.70438,11.93905,1,192,335,"LONGYEARBYEN","SE",39,"ORIGO",6,320177,8,0,"2016-12-15T17:57:05Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"1290149",57.67962,11.86361,0,348,281,NA,"SE",11,"11-00",3,324459,4,NA,"2016-12-17T02:51:05Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"680922",54.53037,18.52862,1,0,236,"GDYNIA","PL",26,"FAIRPLAY IV",3,917997,8,0,"2016-12-15T07:11:08Z","gdynia","2016-12-15",50,"Tug","Gdynia",1
"85653",54.39936,18.69574,0,0,338,"OIL FIELDS","PL",35,"ARES",3,315672,9,120,"2016-12-18T11:55:01Z","gdansk","2016-12-18",51,"Tug","Gdańsk",1
"1367243",57.69191,11.76929,0,239,58,"KROSSHOLMEN","SE",15,"PENTA 81",9,325635,4,NA,"2016-12-14T01:07:05Z","gothenborg","2016-12-14",50,"Pleasure","gothenborg",1
"356348",54.39937,18.69476,1,232,511,"CLASS B","PL",22,"STRAZAK 6",3,3851201,6,NA,"2016-12-14T22:17:02Z","gdansk","2016-12-14",50,"Tug","Gdańsk",1
"1962793",55.66534,21.14814,0,299,511,NA,"LT",20,"JURINIS",3,353576,4,NA,"2016-12-16T10:59:06Z","klaipeda","2016-12-16",51,"Tug","Klaipeda",1
"1398905",57.73233,11.99435,0,334,511,"GOTEBORG","SE",24,"TOFTE",3,326263,8,0,"2016-12-17T15:45:06Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"1434488",57.72546,11.98741,0,0,511,NA,"SE",24,"STORMCO",0,326642,12,NA,"2016-12-15T20:43:05Z","gothenborg","2016-12-15",50,"Unspecified","gothenborg",1
"93549",54.39033,18.66868,0,68,39,"GDANSK","PL",36,"ARGO",3,315677,9,175,"2016-12-16T12:51:01Z","gdansk","2016-12-16",51,"Tug","Gdańsk",1
"894274",57.70577,11.93674,0,0,511,"EDUCATION","SE",160,"SJOEBEFAELSSKOLAN",3,319754,60,NA,"2016-12-16T18:19:05Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"1243430",57.71212,11.96558,0,56,511,"GOTHENBURG TOURS","SE",35,"ST ERIK",6,323301,6,NA,"2016-12-19T01:45:08Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"660985",54.53557,18.52117,0,157,237,"PL GDY","MT",103,"TRANS HOLM",8,728871,16,6046,"2016-12-17T23:09:06Z","gdynia","2016-12-17",51,"Tanker","Gdynia",1
"529835",54.53505,18.53619,0,0,511,"CLASS B","PL",7,"R-20",3,316243,2,NA,"2016-12-20T00:27:07Z","gdynia","2016-12-20",51,"Tug","Gdynia",1
"798334",57.68718,11.89508,0,64,123,"GOTHENBURG","FO",32,"SVITZER TYR",3,182387,13,325,"2016-12-14T23:37:06Z","gothenborg","2016-12-14",50,"Tug","gothenborg",1
"1105206",57.65924,11.83154,311,47,511,NA,"SE",15,"POLIS 59-3720",3,321978,4,NA,"2016-12-19T18:41:07Z","gothenborg","2016-12-19",51,"Tug","gothenborg",0
"3053619",59.87573,30.22185,0,175,511,"CLASS B","RU",28,"ZANA",8,3809370,9,NA,"2016-12-19T18:47:04Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"2353361",59.90623,30.22101,0,0,511,"CLASS B","RU",25,"AKMAL",3,346266,9,124,"2016-12-20T07:19:05Z","st_petersburg","2016-12-20",51,"Tug","St. Petersburg",1
"735327",57.68999,11.84588,0,356,6,"HELSINGBORG","CY",141,"ASTRORUNNER",7,124278,20,9544,"2016-12-13T12:39:06Z","gothenborg","2016-12-13",50,"Cargo","gothenborg",1
"3068276",59.88389,30.22922,0,0,511,"CLASS B","RU",35,"SLV-415",8,3829008,8,NA,"2016-12-18T00:29:05Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"106994",54.53939,18.82531,75,42,45,"DORDRECHT VIA SKAW","PL",29,"IKAR",3,315739,7,101,"2016-12-17T17:43:02Z","gdansk","2016-12-17",51,"Tug","Gdańsk",0
